Episode,WaitingTime,Delay,QueueLength,Volume
251,70.0,71.9117930108739,17,92
252,527.0,71.67689857741871,49,93
253,997.0,85.304250617447,61,102
254,147.0,74.32003875354768,35,95
255,580.0,75.69474821106417,60,94
256,245.0,68.50102577211182,29,88
257,580.0,75.69474821106417,60,94
258,811.0,71.31474900957969,57,90
259,580.0,75.69474821106417,60,94
260,546.0,72.64567925506348,54,92
261,580.0,75.69474821106417,60,94
262,901.0,74.06939558037482,62,91
263,580.0,75.69474821106417,60,94
264,853.0,77.12724321307695,62,95
265,96.0,75.97907029789748,25,98
266,314.0,75.99643793900479,48,95
267,735.0,71.71901023479306,51,91
268,758.0,76.64436031092441,51,95
269,215.0,75.43024775391541,22,95
270,1603.0,84.30584438083042,83,103
271,367.0,79.71949903537879,52,100
272,844.0,74.11464140389943,66,91
273,2092.0,77.33752621921916,92,97
274,2628.0,83.54055812554111,88,99
275,1848.0,83.24859309152791,95,100
276,3970.0,85.40785658758404,119,102
277,91.0,78.42483319848083,24,97
278,1048.0,80.53721702210046,73,101
279,1354.0,80.58686905360805,79,102
280,3329.0,85.56143808243182,114,103
281,1402.0,91.33670704669494,91,108
282,2262.0,83.11350072358016,96,101
283,1769.0,73.6944556854245,84,90
284,1552.0,81.92013373647333,75,101
285,607.0,82.4826088614376,57,102
286,664.0,83.99670780506051,60,102
287,5442.0,90.54254213332574,127,104
288,882.0,87.20134829419506,73,104
289,194.0,74.32671996763489,35,93
290,3839.0,83.92685389435599,112,99
291,2045.0,78.86336841963879,92,97
292,2171.0,78.56370900614559,68,97
293,126.0,71.95439747109465,27,93
294,254.0,75.71515063563871,31,94
295,322.0,77.5720950368621,48,98
296,4049.0,85.36972009629734,108,99
297,3990.0,86.40125286322206,121,103
298,2608.0,81.85236194238091,101,98
299,2628.0,83.54055812554111,88,99
300,584.0,75.5581649358956,38,97
301,3990.0,86.40125286322206,121,103
302,2248.0,82.01224380321402,74,99
303,3990.0,86.40125286322206,121,103
304,108.0,71.25772846442516,25,93
305,376.0,74.08780520203337,41,94
306,1913.0,80.70854173030581,71,98
307,733.0,76.0667343483161,35,97
308,200.0,75.01927562464876,39,96
309,1633.0,76.5970987415584,82,96
310,363.0,81.26510563281914,45,101
311,2434.0,81.39359867244589,74,98
312,363.0,81.26510563281914,45,101
313,1668.0,80.33158242628335,73,101
314,1668.0,80.33158242628335,73,101
315,471.0,75.18463229291305,54,95
316,381.0,80.9296708710598,52,102
317,64.0,72.34086857660107,22,91
318,451.0,78.5700746229364,52,97
319,70.0,71.49930806759794,22,89
320,758.0,76.64436031092441,51,95
321,150.0,74.01176529353657,32,94
322,759.0,69.58528472826359,50,90
323,390.0,81.88634145831062,51,102
324,347.0,75.18847288628183,39,97
325,580.0,75.69474821106417,60,94
326,199.0,69.38136799248434,26,92
327,343.0,75.7849718544943,40,95
328,1574.0,74.23318674318116,80,94
329,580.0,75.69474821106417,60,94
330,345.0,75.52968129048377,42,92
331,580.0,75.69474821106417,60,94
332,580.0,75.69474821106417,60,94
333,159.0,82.34968929741696,36,102
334,348.0,74.6542449500648,42,97
335,411.0,74.66043897825232,45,93
336,428.0,65.31246150371496,38,84
337,151.0,62.21221084959579,20,86
338,784.0,75.72185571176483,58,92
339,154.0,76.26433308283865,30,96
340,130.0,74.37233150907511,31,94
341,177.0,77.4944669478657,34,95
342,588.0,65.08336154712067,39,84
343,128.0,75.83528892673563,29,96
344,274.0,75.64090179508912,42,97
345,177.0,77.4944669478657,34,95
346,177.0,77.4944669478657,34,95
347,177.0,77.4944669478657,34,95
348,316.0,74.70269329830316,44,94
349,299.0,68.87745342331684,28,89
350,128.0,75.83528892673563,29,96
351,428.0,65.31246150371496,38,84
352,274.0,75.64090179508912,42,97
353,124.0,75.47420019876037,30,96
354,327.0,72.962591787539,37,96
355,177.0,77.4944669478657,34,95
356,194.0,75.96394600082819,33,96
357,177.0,77.4944669478657,34,95
358,306.0,81.02920919105154,40,100
359,605.0,73.03983958548181,50,91
360,1202.0,79.87206083950419,67,98
361,133.0,76.6121205582481,35,97
362,341.0,75.6782363065348,45,95
363,879.0,75.53221485134128,67,96
364,1117.0,76.87252391006737,61,98
365,342.0,74.08303881406826,44,94
366,342.0,74.08303881406826,44,94
367,943.0,69.76112186634022,57,89
368,178.0,76.29376522731926,40,96
369,130.0,71.79937720614356,15,94
370,128.0,77.6359960785228,32,97
371,505.0,66.97109688421395,42,84
372,861.0,72.47747583553405,64,92
373,147.0,77.8605887250549,33,97
374,304.0,76.88871814592025,39,98
375,243.0,74.09275156017428,35,96
376,1073.0,76.69046596357582,66,97
377,178.0,76.29376522731926,40,96
378,365.0,80.60452050895903,43,103
379,103.0,77.20150560589174,27,97
380,322.0,80.64708939318042,43,101
381,1165.0,79.01688572043945,67,97
382,1312.0,75.83321784489745,73,96
383,243.0,74.09275156017428,35,96
384,352.0,70.87615084074233,34,90
385,249.0,70.11246644144533,37,92
386,317.0,77.32125456570787,40,96
387,879.0,75.53221485134128,67,96
388,168.0,73.20760167390345,39,92
389,472.0,82.24465172293328,43,101
390,864.0,75.21579023075078,63,91
391,168.0,73.20760167390345,39,92
392,168.0,73.20760167390345,39,92
393,128.0,77.6359960785228,32,97
394,1003.0,81.03416939512695,61,101
395,229.0,65.95547742038491,33,88
396,251.0,77.53844649337954,38,97
397,879.0,75.53221485134128,67,96
398,274.0,75.64090179508912,42,97
399,342.0,74.08303881406826,44,94
400,333.0,74.87044922653902,40,93
401,282.0,78.65494167885397,44,96
402,147.0,77.8605887250549,33,97
403,342.0,74.08303881406826,44,94
404,128.0,75.83528892673563,29,96
405,341.0,75.6782363065348,45,95
406,70.0,74.97786774594078,23,96
407,177.0,77.4944669478657,34,95
408,232.0,73.18602791432862,35,91
409,496.0,79.07864365621403,52,97
410,274.0,75.64090179508912,42,97
411,243.0,75.26027528923126,34,97
412,177.0,77.4944669478657,34,95
413,784.0,75.72185571176483,58,92
414,338.0,71.3435232585058,42,95
415,341.0,75.6782363065348,45,95
416,312.0,75.57666954727082,49,95
417,84.0,76.69816707526127,28,96
418,317.0,77.32125456570787,40,96
419,496.0,79.07864365621403,52,97
420,168.0,73.20760167390345,39,92
421,308.0,71.70290925637673,41,90
422,168.0,73.20760167390345,39,92
423,879.0,75.53221485134128,67,96
424,1003.0,81.03416939512695,61,101
425,317.0,77.32125456570787,40,96
426,861.0,72.47747583553405,64,92
427,178.0,76.29376522731926,40,96
428,282.0,78.65494167885397,44,96
429,1003.0,81.03416939512695,61,101
430,879.0,75.53221485134128,67,96
431,342.0,74.08303881406826,44,94
432,368.0,67.05903764788292,42,88
433,342.0,74.08303881406826,44,94
434,1003.0,81.03416939512695,61,101
435,317.0,77.32125456570787,40,96
436,1003.0,81.03416939512695,61,101
437,178.0,76.29376522731926,40,96
438,272.0,66.98120550770919,37,88
439,527.0,65.27522432705751,44,87
440,1127.0,68.45767764117112,59,88
441,274.0,75.64090179508912,42,97
442,232.0,77.15544609955441,36,94
443,128.0,61.93416845029148,27,82
444,1127.0,68.45767764117112,59,88
445,372.0,65.8203910572039,40,86
446,218.0,76.3017531038453,39,95
447,1073.0,76.69046596357582,66,97
448,227.0,73.02346818863597,25,96
449,243.0,74.09275156017428,35,96
450,374.0,63.60683298093648,41,84
451,879.0,75.53221485134128,67,96
452,168.0,73.20760167390345,39,92
453,168.0,73.20760167390345,39,92
454,840.0,74.11709277264312,62,93
455,342.0,74.08303881406826,44,94
456,289.0,72.93702589421758,44,93
457,147.0,77.8605887250549,33,97
458,840.0,74.11709277264312,62,93
459,168.0,73.20760167390345,39,92
460,415.0,68.23983085495746,43,91
461,840.0,74.11709277264312,62,93
462,203.0,79.10458900822813,35,98
463,879.0,75.53221485134128,67,96
464,732.0,76.12467480799579,53,93
465,613.0,75.94450909305047,60,96
466,215.0,72.71112717254539,39,93
467,168.0,73.20760167390345,39,92
468,840.0,74.11709277264312,62,93
469,234.0,64.68886825642136,39,85
470,215.0,72.71112717254539,39,93
471,137.0,67.8199535586063,27,88
472,218.0,79.62452669039753,38,99
473,314.0,64.84825678991999,36,83
474,383.0,80.04296576550996,43,99
475,275.0,77.92336818993248,35,96
476,840.0,74.11709277264312,62,93
477,269.0,74.74470889521719,30,94
478,51.0,68.78535401910524,17,89
479,196.0,65.71941712947044,23,88
480,287.0,71.25426847889663,42,92
481,305.0,77.47299868518915,39,97
482,840.0,74.11709277264312,62,93
483,292.0,76.28291795255701,44,96
484,160.0,75.57784375985766,33,94
485,186.0,76.75038332007229,38,95
486,246.0,71.5827161995355,40,93
487,783.0,74.59393354336444,58,97
488,508.0,75.02218841730841,48,97
489,198.0,77.10957757485468,42,96
490,379.0,66.92199618174052,41,87
491,137.0,67.8199535586063,27,88
492,331.0,75.25193593346272,42,91
493,254.0,74.74375755988787,27,94
494,496.0,58.88853449133838,41,82
495,263.0,73.43205485758268,37,94
496,430.0,71.55778934019645,47,91
497,220.0,60.78663819917237,37,80
498,558.0,72.92931984859413,47,92
499,624.0,74.12918215171922,51,94
500,208.0,75.02754103995362,37,94
501,320.0,76.22797920768154,34,94
502,161.0,64.50117363275287,28,88
503,184.0,67.53307490697742,33,88
504,343.0,78.60793822882562,57,97
505,718.0,73.68505403149638,56,92
506,297.0,70.37318731198634,40,89
507,315.0,77.37472479982038,38,96
508,206.0,74.33698625369986,32,94
509,172.0,70.61468796050481,40,90
510,279.0,70.01149320882429,34,88
511,152.0,72.73688738644232,26,92
512,220.0,60.78663819917237,37,80
513,413.0,79.56050484148433,41,96
514,203.0,70.63251041199369,29,89
515,360.0,78.66375370148515,53,98
516,600.0,70.73062684133552,48,90
517,332.0,77.41912700636736,43,96
518,222.0,73.78431900518052,39,94
519,587.0,77.12928461844561,50,97
520,355.0,66.79951505873264,43,87
521,265.0,62.6372890997952,34,82
522,169.0,79.62979344094036,37,98
523,404.0,71.89951387955563,40,94
524,425.0,69.03537465462762,36,90
525,404.0,71.89951387955563,40,94
526,483.0,68.690307275029,48,88
527,290.0,64.41656293357175,36,88
528,425.0,69.03537465462762,36,90
529,153.0,78.70473681412003,35,100
530,220.0,60.78663819917237,37,80
531,220.0,60.78663819917237,37,80
532,159.0,69.55165216439909,29,88
533,404.0,71.89951387955563,40,94
534,469.0,77.82829111543865,40,97
535,172.0,70.61468796050481,40,90
536,103.0,60.75586999424022,26,80
537,181.0,68.48524007261946,28,86
538,141.0,73.0955585718145,32,93
539,206.0,74.33698625369986,32,94
540,174.0,75.02928273028623,38,95
541,220.0,60.78663819917237,37,80
542,209.0,75.26119082253038,42,94
543,206.0,74.33698625369986,32,94
544,206.0,74.33698625369986,32,94
545,176.0,75.12409617282482,32,93
546,702.0,79.14950477995116,57,99
547,355.0,66.79951505873264,43,87
548,206.0,74.33698625369986,32,94
549,265.0,62.6372890997952,34,82
550,220.0,60.78663819917237,37,80
551,172.0,70.61468796050481,40,90
552,404.0,71.89951387955563,40,94
553,295.0,67.46907113056885,36,88
554,271.0,75.48875266450133,34,96
555,404.0,71.89951387955563,40,94
556,404.0,71.89951387955563,40,94
557,199.0,65.7299309881997,34,84
558,206.0,74.33698625369986,32,94
559,404.0,71.89951387955563,40,94
560,307.0,75.01094858050394,32,94
561,342.0,66.97720462147382,39,93
562,206.0,74.33698625369986,32,94
563,862.0,79.17606865670301,56,98
564,206.0,74.33698625369986,32,94
565,362.0,71.36931373349532,39,91
566,127.0,67.65024869108814,20,88
567,404.0,71.89951387955563,40,94
568,404.0,71.89951387955563,40,94
569,404.0,71.89951387955563,40,94
570,255.0,70.5447001141985,38,94
571,404.0,71.89951387955563,40,94
572,321.0,67.68764487325518,41,90
573,161.0,68.58473900466595,28,88
574,265.0,62.6372890997952,34,82
575,243.0,66.18968226557847,40,88
576,127.0,67.65024869108814,20,88
577,169.0,73.13795936606785,30,92
578,243.0,74.43065897203594,36,93
579,127.0,67.65024869108814,20,88
580,172.0,69.28177514208187,29,92
581,409.0,70.96962264934906,40,94
582,404.0,71.89951387955563,40,94
583,404.0,71.89951387955563,40,94
584,313.0,71.48308203180967,36,95
585,259.0,65.9904759698595,37,85
586,205.0,71.62483993923539,36,91
587,404.0,71.89951387955563,40,94
588,172.0,69.28177514208187,29,92
589,404.0,71.89951387955563,40,94
590,404.0,71.89951387955563,40,94
591,375.0,69.66180191102485,38,92
592,404.0,71.89951387955563,40,94
593,302.0,63.753183996657654,35,82
594,404.0,71.89951387955563,40,94
595,369.0,63.19712501874903,43,89
596,409.0,70.96962264934906,40,94
597,265.0,68.8775242497835,40,88
598,404.0,71.89951387955563,40,94
599,404.0,71.89951387955563,40,94
600,404.0,71.89951387955563,40,94
601,127.0,67.65024869108814,20,88
602,409.0,70.96962264934906,40,94
603,265.0,62.6372890997952,34,82
604,404.0,71.89951387955563,40,94
605,334.0,75.08876370901751,43,92
606,404.0,71.89951387955563,40,94
607,404.0,71.89951387955563,40,94
608,302.0,63.753183996657654,35,82
609,409.0,70.96962264934906,40,94
610,432.0,63.48665533675021,49,85
611,404.0,71.89951387955563,40,94
612,404.0,71.89951387955563,40,94
613,404.0,71.89951387955563,40,94
614,323.0,69.30710283185365,38,92
615,127.0,67.65024869108814,20,88
616,397.0,74.49581529485296,51,94
617,253.0,66.90553234329956,38,89
618,404.0,71.89951387955563,40,94
619,172.0,69.28177514208187,29,92
620,213.0,70.00269951440691,36,91
621,409.0,70.96962264934906,40,94
622,172.0,69.28177514208187,29,92
623,375.0,69.66180191102485,38,92
624,369.0,63.19712501874903,43,89
625,413.0,72.5961944774862,39,89
626,253.0,66.90553234329956,38,89
627,404.0,71.89951387955563,40,94
628,413.0,72.5961944774862,39,89
629,383.0,77.75059546624658,46,96
630,375.0,69.66180191102485,38,92
631,409.0,70.96962264934906,40,94
632,172.0,69.28177514208187,29,92
633,409.0,70.96962264934906,40,94
634,243.0,66.18968226557847,40,88
635,321.0,69.00280421728002,31,90
636,408.0,72.7454003809199,38,91
637,404.0,71.89951387955563,40,94
638,326.0,71.19621585519371,42,93
639,172.0,69.28177514208187,29,92
640,172.0,69.28177514208187,29,92
641,172.0,69.28177514208187,29,92
642,238.0,69.84503694542326,37,92
643,404.0,71.89951387955563,40,94
644,408.0,72.7454003809199,38,91
645,172.0,69.28177514208187,29,92
646,172.0,69.28177514208187,29,92
647,172.0,69.28177514208187,29,92
648,157.0,68.50945757472742,33,90
649,172.0,69.28177514208187,29,92
650,172.0,69.28177514208187,29,92
651,375.0,69.66180191102485,38,92
652,172.0,69.28177514208187,29,92
653,172.0,69.28177514208187,29,92
654,172.0,69.28177514208187,29,92
655,413.0,72.5961944774862,39,89
656,172.0,69.28177514208187,29,92
657,413.0,72.5961944774862,39,89
658,172.0,69.28177514208187,29,92
659,404.0,71.89951387955563,40,94
660,172.0,69.28177514208187,29,92
661,172.0,69.28177514208187,29,92
662,484.0,65.48422026063872,51,88
663,404.0,71.89951387955563,40,94
664,172.0,69.28177514208187,29,92
665,409.0,70.96962264934906,40,94
666,675.0,72.78588310654774,52,89
667,404.0,71.89951387955563,40,94
668,413.0,72.5961944774862,39,89
669,172.0,69.28177514208187,29,92
670,404.0,71.89951387955563,40,94
671,305.0,67.03324729618598,45,88
672,127.0,67.65024869108814,20,88
673,375.0,69.66180191102485,38,92
674,172.0,69.28177514208187,29,92
675,404.0,71.89951387955563,40,94
676,413.0,72.5961944774862,39,89
677,172.0,69.28177514208187,29,92
678,172.0,69.28177514208187,29,92
679,257.0,65.17972374807474,37,86
680,484.0,65.48422026063872,51,88
681,404.0,71.89951387955563,40,94
682,409.0,70.96962264934906,40,94
683,198.0,69.42118908430936,34,90
684,172.0,69.28177514208187,29,92
685,352.0,62.587668574795735,40,86
686,352.0,62.587668574795735,40,86
687,235.0,74.25448583460354,31,91
688,409.0,70.96962264934906,40,94
689,409.0,70.96962264934906,40,94
690,409.0,70.96962264934906,40,94
691,415.0,75.11955129642543,48,95
692,404.0,71.89951387955563,40,94
693,127.0,67.65024869108814,20,88
694,409.0,70.96962264934906,40,94
695,409.0,70.96962264934906,40,94
696,127.0,67.65024869108814,20,88
697,409.0,70.96962264934906,40,94
698,275.0,62.796006158833606,36,82
699,302.0,63.753183996657654,35,82
700,409.0,70.96962264934906,40,94
701,243.0,66.18968226557847,40,88
702,409.0,70.96962264934906,40,94
703,254.0,75.93336667026556,40,98
704,413.0,72.5961944774862,39,89
705,404.0,71.89951387955563,40,94
706,253.0,66.90553234329956,38,89
707,200.0,78.88824693826537,35,99
708,409.0,70.96962264934906,40,94
709,409.0,70.96962264934906,40,94
710,404.0,71.89951387955563,40,94
711,409.0,70.96962264934906,40,94
712,135.0,77.2569179980263,35,96
713,409.0,70.96962264934906,40,94
714,141.0,75.64886354963353,34,94
715,120.0,65.41974158986709,19,89
716,409.0,70.96962264934906,40,94
717,127.0,67.65024869108814,20,88
718,126.0,69.90436038608206,17,92
719,210.0,68.83747370807292,31,90
720,409.0,70.96962264934906,40,94
721,172.0,69.28177514208187,29,92
722,278.0,68.97124243045003,35,88
723,172.0,69.28177514208187,29,92
724,404.0,71.89951387955563,40,94
725,409.0,70.96962264934906,40,94
726,302.0,63.753183996657654,35,82
727,302.0,63.753183996657654,35,82
728,836.0,84.65990554695279,59,102
729,302.0,63.753183996657654,35,82
730,311.0,67.9078513974836,37,86
731,409.0,70.96962264934906,40,94
732,265.0,62.6372890997952,34,82
733,302.0,63.753183996657654,35,82
734,321.0,67.68764487325518,41,90
735,404.0,71.89951387955563,40,94
736,409.0,70.96962264934906,40,94
737,404.0,71.89951387955563,40,94
738,302.0,63.753183996657654,35,82
739,172.0,69.28177514208187,29,92
740,409.0,70.96962264934906,40,94
741,409.0,70.96962264934906,40,94
742,302.0,63.753183996657654,35,82
743,273.0,61.86580553108117,34,85
744,404.0,71.89951387955563,40,94
745,172.0,69.28177514208187,29,92
746,302.0,63.753183996657654,35,82
747,413.0,72.5961944774862,39,89
748,404.0,71.89951387955563,40,94
749,413.0,72.5961944774862,39,89
750,282.0,67.6044574973005,35,88
751,172.0,69.28177514208187,29,92
752,172.0,69.28177514208187,29,92
753,172.0,69.28177514208187,29,92
754,317.0,63.97187863762605,45,87
755,172.0,69.28177514208187,29,92
756,408.0,72.7454003809199,38,91
757,172.0,69.28177514208187,29,92
758,172.0,69.28177514208187,29,92
759,172.0,69.28177514208187,29,92
760,172.0,69.28177514208187,29,92
761,413.0,72.5961944774862,39,89
762,238.0,69.84503694542326,37,92
763,172.0,69.28177514208187,29,92
764,172.0,69.28177514208187,29,92
765,238.0,69.84503694542326,37,92
766,172.0,69.28177514208187,29,92
767,172.0,69.28177514208187,29,92
768,238.0,69.84503694542326,37,92
769,221.0,69.31762642705559,30,92
