Episode,WaitingTime,Delay,QueueLength,Volume
770,238.0,69.84503694542326,37,92
771,238.0,69.84503694542326,37,92
772,172.0,69.28177514208187,29,92
773,172.0,69.28177514208187,29,92
774,238.0,69.84503694542326,37,92
775,238.0,69.84503694542326,37,92
776,172.0,69.28177514208187,29,92
777,229.0,67.41634501985222,31,88
778,238.0,69.84503694542326,37,92
779,244.0,67.08744634856005,35,90
780,238.0,69.84503694542326,37,92
781,238.0,69.84503694542326,37,92
782,238.0,69.84503694542326,37,92
783,238.0,69.84503694542326,37,92
784,284.0,66.43697999234081,29,87
785,238.0,69.84503694542326,37,92
786,475.0,72.20173668111615,47,90
787,238.0,69.84503694542326,37,92
788,238.0,69.84503694542326,37,92
789,238.0,69.84503694542326,37,92
790,475.0,72.20173668111615,47,90
791,356.0,73.0984808370224,37,92
792,431.0,76.3017551771098,51,98
793,475.0,72.20173668111615,47,90
794,475.0,72.20173668111615,47,90
795,244.0,67.08744634856005,35,90
796,475.0,72.20173668111615,47,90
797,475.0,72.20173668111615,47,90
798,238.0,69.84503694542326,37,92
799,475.0,72.20173668111615,47,90
800,475.0,72.20173668111615,47,90
801,112.0,67.04994663558655,24,88
802,475.0,72.20173668111615,47,90
803,495.0,77.99752720520998,49,93
804,146.0,72.45118510420805,30,91
805,199.0,66.22921753945886,39,85
806,241.0,69.39265350161095,37,93
807,475.0,72.20173668111615,47,90
808,512.0,73.04703278515773,52,90
809,475.0,72.20173668111615,47,90
810,333.0,65.19935041533003,40,84
811,238.0,69.84503694542326,37,92
812,322.0,65.27911109464188,39,85
813,428.0,77.59789242072615,41,96
814,320.0,74.79791359919935,40,93
815,530.0,76.72799410767641,50,96
816,475.0,72.20173668111615,47,90
817,238.0,69.84503694542326,37,92
818,356.0,73.0984808370224,37,92
819,311.0,66.4151259852707,41,85
820,244.0,67.08744634856005,35,90
821,475.0,72.20173668111615,47,90
822,269.0,73.42352375316375,40,92
823,408.0,72.7454003809199,38,91
824,475.0,72.20173668111615,47,90
825,408.0,72.7454003809199,38,91
826,238.0,69.84503694542326,37,92
827,475.0,72.20173668111615,47,90
828,238.0,69.84503694542326,37,92
829,475.0,72.20173668111615,47,90
830,475.0,72.20173668111615,47,90
831,312.0,68.89041653618895,39,89
832,238.0,69.84503694542326,37,92
833,244.0,67.08744634856005,35,90
834,244.0,67.08744634856005,35,90
835,475.0,72.20173668111615,47,90
836,238.0,69.84503694542326,37,92
837,264.0,71.52190000277056,33,90
838,238.0,69.84503694542326,37,92
839,238.0,69.84503694542326,37,92
840,404.0,71.89951387955563,40,94
841,238.0,69.84503694542326,37,92
842,238.0,69.84503694542326,37,92
843,244.0,67.08744634856005,35,90
844,238.0,69.84503694542326,37,92
845,244.0,67.08744634856005,35,90
846,238.0,69.84503694542326,37,92
847,172.0,69.28177514208187,29,92
848,244.0,67.08744634856005,35,90
849,238.0,69.84503694542326,37,92
850,238.0,69.84503694542326,37,92
851,370.0,66.09520068049018,39,90
852,383.0,61.93873479946141,41,87
853,374.0,72.57892212934308,42,92
854,238.0,69.84503694542326,37,92
855,237.0,66.40088891810126,39,90
856,475.0,72.20173668111615,47,90
857,408.0,72.7454003809199,38,91
858,238.0,69.84503694542326,37,92
859,126.0,69.90436038608206,17,92
860,241.0,69.39265350161095,37,93
861,311.0,66.4151259852707,41,85
862,238.0,69.84503694542326,37,92
863,439.0,71.32879562666606,53,90
864,475.0,72.20173668111615,47,90
865,238.0,69.84503694542326,37,92
866,238.0,69.84503694542326,37,92
867,238.0,69.84503694542326,37,92
868,238.0,69.84503694542326,37,92
869,244.0,67.08744634856005,35,90
870,229.0,67.41634501985222,31,88
871,356.0,73.0984808370224,37,92
872,241.0,69.39265350161095,37,93
873,407.0,71.20568501942621,41,93
874,244.0,67.08744634856005,35,90
875,238.0,69.84503694542326,37,92
876,241.0,69.39265350161095,37,93
877,238.0,69.84503694542326,37,92
878,238.0,69.84503694542326,37,92
879,475.0,72.20173668111615,47,90
880,273.0,61.86580553108117,34,85
881,383.0,66.02499349310261,46,86
882,463.0,70.86846196401338,54,91
883,244.0,67.08744634856005,35,90
884,244.0,67.08744634856005,35,90
885,238.0,69.84503694542326,37,92
886,238.0,69.84503694542326,37,92
887,238.0,69.84503694542326,37,92
888,229.0,67.41634501985222,31,88
889,238.0,69.84503694542326,37,92
890,238.0,69.84503694542326,37,92
891,229.0,67.41634501985222,31,88
892,238.0,69.84503694542326,37,92
893,238.0,69.84503694542326,37,92
894,238.0,69.84503694542326,37,92
895,238.0,69.84503694542326,37,92
896,383.0,66.02499349310261,46,86
897,278.0,68.97124243045003,35,88
898,238.0,69.84503694542326,37,92
899,238.0,69.84503694542326,37,92
900,238.0,69.84503694542326,37,92
901,238.0,69.84503694542326,37,92
902,238.0,69.84503694542326,37,92
903,431.0,76.3017551771098,51,98
904,238.0,69.84503694542326,37,92
905,238.0,69.84503694542326,37,92
906,238.0,69.84503694542326,37,92
907,238.0,69.84503694542326,37,92
908,172.0,69.28177514208187,29,92
909,238.0,69.84503694542326,37,92
910,238.0,69.84503694542326,37,92
911,172.0,69.28177514208187,29,92
912,238.0,69.84503694542326,37,92
913,238.0,69.84503694542326,37,92
914,221.0,69.31762642705559,30,92
915,238.0,69.84503694542326,37,92
916,238.0,69.84503694542326,37,92
917,172.0,69.28177514208187,29,92
918,408.0,72.7454003809199,38,91
919,238.0,69.84503694542326,37,92
920,302.0,67.16246668622797,37,90
921,238.0,69.84503694542326,37,92
922,238.0,69.84503694542326,37,92
923,167.0,74.95586533409555,35,95
924,238.0,69.84503694542326,37,92
925,238.0,69.84503694542326,37,92
926,238.0,69.84503694542326,37,92
927,238.0,69.84503694542326,37,92
928,148.0,70.83002065391828,28,92
929,360.0,66.90901660695874,32,85
930,238.0,69.84503694542326,37,92
931,238.0,69.84503694542326,37,92
932,238.0,69.84503694542326,37,92
933,172.0,69.28177514208187,29,92
934,360.0,65.34715075934088,40,86
935,238.0,69.84503694542326,37,92
936,238.0,69.84503694542326,37,92
937,238.0,69.84503694542326,37,92
938,238.0,69.84503694542326,37,92
939,172.0,69.28177514208187,29,92
940,282.0,68.60708329515366,37,89
941,238.0,69.84503694542326,37,92
942,238.0,69.84503694542326,37,92
943,172.0,69.28177514208187,29,92
944,238.0,69.84503694542326,37,92
945,238.0,69.84503694542326,37,92
946,375.0,69.66180191102485,38,92
947,172.0,69.28177514208187,29,92
948,356.0,73.0984808370224,37,92
949,238.0,69.84503694542326,37,92
950,238.0,69.84503694542326,37,92
951,404.0,71.89951387955563,40,94
952,238.0,69.84503694542326,37,92
953,238.0,69.84503694542326,37,92
954,238.0,69.84503694542326,37,92
955,387.0,70.11025008908301,47,91
956,238.0,69.84503694542326,37,92
957,172.0,69.28177514208187,29,92
958,238.0,69.84503694542326,37,92
959,238.0,69.84503694542326,37,92
960,172.0,69.28177514208187,29,92
961,238.0,69.84503694542326,37,92
962,238.0,69.84503694542326,37,92
963,238.0,69.84503694542326,37,92
964,172.0,69.28177514208187,29,92
965,403.0,75.92969180719517,44,93
966,404.0,71.89951387955563,40,94
967,253.0,66.90553234329956,38,89
968,238.0,69.84503694542326,37,92
969,379.0,72.17553855852765,43,91
970,69.0,68.59668327332184,17,89
971,238.0,69.84503694542326,37,92
972,413.0,72.5961944774862,39,89
973,295.0,76.65471945391964,41,94
974,404.0,71.89951387955563,40,94
975,238.0,69.84503694542326,37,92
976,238.0,69.84503694542326,37,92
977,238.0,69.84503694542326,37,92
978,413.0,72.5961944774862,39,89
979,390.0,72.29219491930253,37,92
980,238.0,69.84503694542326,37,92
981,69.0,68.59668327332184,17,89
982,318.0,69.85465409966461,36,87
983,238.0,69.84503694542326,37,92
984,238.0,69.84503694542326,37,92
985,238.0,69.84503694542326,37,92
986,404.0,71.89951387955563,40,94
987,238.0,69.84503694542326,37,92
988,172.0,69.28177514208187,29,92
989,225.0,64.65392571246598,37,87
990,475.0,72.20173668111615,47,90
991,404.0,71.89951387955563,40,94
992,238.0,69.84503694542326,37,92
993,266.0,69.56363209711532,38,91
994,598.0,76.39810375123035,47,95
995,404.0,71.89951387955563,40,94
996,404.0,71.89951387955563,40,94
997,238.0,69.84503694542326,37,92
998,404.0,71.89951387955563,40,94
999,362.0,72.5802216548668,44,96
1000,120.0,76.09314602444992,34,93
1001,413.0,72.5961944774862,39,89
1002,238.0,69.84503694542326,37,92
1003,238.0,69.84503694542326,37,92
1004,321.0,69.00280421728002,31,90
1005,404.0,71.89951387955563,40,94
1006,238.0,69.84503694542326,37,92
1007,408.0,72.7454003809199,38,91
1008,300.0,71.17313160740605,34,89
